,ver,hor,y
3869,7.64E-01,6.28E-01,1.00E+00
3870,7.50E-01,6.08E-01,1.00E+00
3871,6.46E-01,5.77E-01,1.00E+00
3872,6.28E-01,5.77E-01,1.00E+00
3873,6.67E-01,5.93E-01,1.00E+00
3874,6.83E-01,5.88E-01,1.00E+00
3875,6.11E-01,5.96E-01,1.00E+00
3876,6.78E-01,5.77E-01,1.00E+00
3877,7.64E-01,5.96E-01,1.00E+00
3878,7.25E-01,5.96E-01,1.00E+00
3879,7.64E-01,5.85E-01,1.00E+00
3880,7.39E-01,5.85E-01,1.00E+00
3881,7.78E-01,5.77E-01,1.00E+00
3882,6.83E-01,5.50E-01,1.00E+00
3883,6.83E-01,5.96E-01,1.00E+00
3884,6.33E-01,5.38E-01,1.00E+00
3885,6.83E-01,5.77E-01,1.00E+00
3886,6.67E-01,5.58E-01,1.00E+00
3887,6.33E-01,5.48E-01,1.00E+00
3888,6.83E-01,5.58E-01,1.00E+00
3889,7.22E-01,5.58E-01,1.00E+00
3890,6.67E-01,5.58E-01,1.00E+00
3891,6.67E-01,5.77E-01,1.00E+00
3892,7.39E-01,5.37E-01,1.00E+00
3893,6.33E-01,5.58E-01,1.00E+00
3894,7.22E-01,5.67E-01,1.00E+00
3895,6.33E-01,5.58E-01,1.00E+00
3896,6.83E-01,6.03E-01,1.00E+00
3897,7.78E-01,5.96E-01,1.00E+00
3898,6.83E-01,6.15E-01,1.00E+00
3899,8.33E-01,6.40E-01,1.00E+00
3900,7.89E-01,6.40E-01,1.00E+00
3901,7.78E-01,6.27E-01,1.00E+00
3902,8.38E-01,6.28E-01,1.00E+00
3903,7.89E-01,6.35E-01,1.00E+00
3904,7.89E-01,6.40E-01,1.00E+00
3905,7.22E-01,6.60E-01,1.00E+00
3906,6.83E-01,6.27E-01,1.00E+00
3907,7.22E-01,6.47E-01,1.00E+00
3908,7.78E-01,6.60E-01,1.00E+00
3909,7.22E-01,6.35E-01,1.00E+00
3910,6.83E-01,6.35E-01,1.00E+00
3911,7.64E-01,6.35E-01,1.00E+00
3912,7.39E-01,6.27E-01,1.00E+00
3913,7.22E-01,6.08E-01,1.00E+00
3914,7.22E-01,6.47E-01,1.00E+00
3915,7.39E-01,6.35E-01,1.00E+00
3916,6.83E-01,6.54E-01,1.00E+00
3917,7.33E-01,6.35E-01,1.00E+00
3918,7.22E-01,6.35E-01,1.00E+00
3919,6.67E-01,6.35E-01,1.00E+00
3920,6.11E-01,6.08E-01,1.00E+00
3921,7.22E-01,6.08E-01,1.00E+00
3922,6.46E-01,6.35E-01,1.00E+00
3923,7.01E-01,5.96E-01,1.00E+00
3924,8.51E-01,6.28E-01,1.00E+00
3925,1.00E+00,6.60E-01,1.00E+00
3926,9.29E-01,6.47E-01,1.00E+00
3927,8.13E-01,6.66E-01,1.00E+00
3928,8.57E-01,6.86E-01,1.00E+00
3929,8.57E-01,6.76E-01,1.00E+00
3930,8.57E-01,6.65E-01,1.00E+00
3931,9.29E-01,6.28E-01,1.00E+00
3932,1.00E+00,6.28E-01,1.00E+00
3933,9.29E-01,6.15E-01,1.00E+00
3934,9.29E-01,6.47E-01,1.00E+00
3935,8.46E-01,6.41E-01,1.00E+00
3936,7.64E-01,6.35E-01,1.00E+00
3937,7.64E-01,6.15E-01,1.00E+00
3938,7.22E-01,6.35E-01,1.00E+00
3939,7.22E-01,6.20E-01,1.00E+00
3940,7.22E-01,6.20E-01,1.00E+00
3941,7.22E-01,6.20E-01,1.00E+00
3942,7.64E-01,6.20E-01,1.00E+00
3943,7.78E-01,6.20E-01,1.00E+00
3944,7.22E-01,6.47E-01,1.00E+00
3945,7.64E-01,6.28E-01,1.00E+00
3946,7.22E-01,6.54E-01,1.00E+00
3947,6.83E-01,6.40E-01,1.00E+00
3948,7.33E-01,6.23E-01,1.00E+00
3949,7.33E-01,6.35E-01,1.00E+00
3950,6.83E-01,6.35E-01,1.00E+00
3951,6.83E-01,6.35E-01,1.00E+00
3952,7.22E-01,6.35E-01,1.00E+00
3953,6.83E-01,6.35E-01,1.00E+00
3954,7.64E-01,6.15E-01,1.00E+00
3955,6.83E-01,5.96E-01,1.00E+00
3956,6.83E-01,6.15E-01,1.00E+00
3957,7.78E-01,6.27E-01,1.00E+00
3958,7.22E-01,6.27E-01,1.00E+00
3959,7.22E-01,6.54E-01,1.00E+00
3960,7.78E-01,6.60E-01,1.00E+00
3961,7.22E-01,6.40E-01,1.00E+00
3962,6.83E-01,6.20E-01,1.00E+00
3963,7.22E-01,6.28E-01,1.00E+00
3964,7.22E-01,6.28E-01,1.00E+00
3965,7.22E-01,6.08E-01,1.00E+00
3966,7.22E-01,6.15E-01,1.00E+00
3967,7.22E-01,6.35E-01,1.00E+00
3968,7.22E-01,6.35E-01,1.00E+00
3969,6.83E-01,6.40E-01,1.00E+00
3970,7.39E-01,6.20E-01,1.00E+00
3971,6.83E-01,5.80E-01,1.00E+00
3972,6.67E-01,6.20E-01,1.00E+00
3973,6.67E-01,6.15E-01,1.00E+00
3974,6.62E-01,5.88E-01,1.00E+00
3975,7.33E-01,5.77E-01,1.00E+00
3976,7.33E-01,6.35E-01,1.00E+00
3977,7.01E-01,6.15E-01,1.00E+00
3978,7.14E-01,6.35E-01,1.00E+00
3979,7.26E-01,6.54E-01,1.00E+00
3980,7.39E-01,6.73E-01,1.00E+00
3981,7.51E-01,6.92E-01,1.00E+00
3982,7.64E-01,7.12E-01,1.00E+00
3983,7.22E-01,6.73E-01,1.00E+00
3984,7.57E-01,6.08E-01,1.00E+00
3985,8.19E-01,6.47E-01,1.00E+00
3986,7.57E-01,6.47E-01,1.00E+00
3987,7.78E-01,6.73E-01,1.00E+00
3988,8.82E-01,6.48E-01,1.00E+00
3989,8.82E-01,6.40E-01,1.00E+00
3990,8.26E-01,6.20E-01,1.00E+00
3991,8.26E-01,6.35E-01,1.00E+00
3992,8.33E-01,6.54E-01,1.00E+00
3993,7.78E-01,6.54E-01,1.00E+00
3994,8.33E-01,6.46E-01,1.00E+00
3995,8.33E-01,6.40E-01,1.00E+00
3996,7.94E-01,6.40E-01,1.00E+00
3997,7.78E-01,6.26E-01,1.00E+00
3998,8.33E-01,6.07E-01,1.00E+00
3999,7.39E-01,6.15E-01,1.00E+00
4000,8.33E-01,5.96E-01,1.00E+00
4001,8.89E-01,5.87E-01,1.00E+00
4002,8.33E-01,5.96E-01,1.00E+00
4003,8.33E-01,6.28E-01,1.00E+00
4004,7.78E-01,6.09E-01,1.00E+00
4005,7.78E-01,5.77E-01,1.00E+00
4006,7.89E-01,6.48E-01,1.00E+00
4007,7.39E-01,5.87E-01,1.00E+00
4008,7.78E-01,6.48E-01,1.00E+00
4009,7.89E-01,6.54E-01,1.00E+00
4010,8.45E-01,6.39E-01,1.00E+00
4011,9.00E-01,6.24E-01,1.00E+00
4012,9.56E-01,6.09E-01,1.00E+00
4013,1.01E+00,5.94E-01,1.00E+00
4014,7.71E-01,6.54E-01,1.00E+00
4015,7.71E-01,6.28E-01,1.00E+00
4016,7.64E-01,6.28E-01,1.00E+00
4017,7.78E-01,6.48E-01,1.00E+00
4018,8.26E-01,6.27E-01,1.00E+00
4019,7.78E-01,6.60E-01,1.00E+00
4020,7.78E-01,6.20E-01,1.00E+00
4021,7.78E-01,6.35E-01,1.00E+00
4022,8.26E-01,6.20E-01,1.00E+00
4023,7.71E-01,6.28E-01,1.00E+00
4024,8.26E-01,6.09E-01,1.00E+00
4025,8.33E-01,5.77E-01,1.00E+00
4026,8.33E-01,5.90E-01,1.00E+00
4027,7.78E-01,5.89E-01,1.00E+00
4028,7.78E-01,5.87E-01,1.00E+00
4029,7.71E-01,6.15E-01,1.00E+00
4030,8.75E-01,5.60E-01,1.00E+00
4031,8.26E-01,6.15E-01,1.00E+00
4032,8.26E-01,6.27E-01,1.00E+00
4033,8.26E-01,6.27E-01,1.00E+00
4034,8.82E-01,6.15E-01,1.00E+00
4035,8.26E-01,5.80E-01,1.00E+00
4036,8.26E-01,5.68E-01,1.00E+00
4037,8.26E-01,5.50E-01,1.00E+00
4038,7.22E-01,5.58E-01,1.00E+00
4039,8.26E-01,5.65E-01,1.00E+00
4040,7.78E-01,5.77E-01,1.00E+00
4041,8.33E-01,5.96E-01,1.00E+00
4042,8.82E-01,6.28E-01,1.00E+00
4043,8.26E-01,6.00E-01,1.00E+00
4044,8.26E-01,6.00E-01,1.00E+00
4045,8.33E-01,5.88E-01,1.00E+00
4046,7.78E-01,6.08E-01,1.00E+00
4047,8.33E-01,5.89E-01,1.00E+00
4048,7.78E-01,6.15E-01,1.00E+00
4049,7.89E-01,5.96E-01,1.00E+00
4050,8.26E-01,5.96E-01,1.00E+00
4051,7.78E-01,5.89E-01,1.00E+00
4052,7.78E-01,5.96E-01,1.00E+00
4053,8.26E-01,5.96E-01,1.00E+00
4054,7.78E-01,5.89E-01,1.00E+00
4055,7.78E-01,5.89E-01,1.00E+00
4056,8.33E-01,5.68E-01,1.00E+00
4057,8.82E-01,5.89E-01,1.00E+00
4058,8.19E-01,6.08E-01,1.00E+00
4059,8.26E-01,6.28E-01,1.00E+00
4060,8.26E-01,6.35E-01,1.00E+00
4061,7.64E-01,6.08E-01,1.00E+00
4062,7.01E-01,6.28E-01,1.00E+00
4063,7.01E-01,5.89E-01,1.00E+00
4064,7.64E-01,6.35E-01,1.00E+00
4065,7.64E-01,6.15E-01,1.00E+00
4066,7.01E-01,5.87E-01,1.00E+00
4067,8.19E-01,6.35E-01,1.00E+00
4068,8.26E-01,6.28E-01,1.00E+00
4069,6.83E-01,6.35E-01,1.00E+00
4070,8.89E-01,6.27E-01,1.00E+00
4071,8.89E-01,6.27E-01,1.00E+00
4072,8.26E-01,6.07E-01,1.00E+00
4073,7.78E-01,6.00E-01,1.00E+00
4074,7.08E-01,6.08E-01,1.00E+00
4075,7.64E-01,6.08E-01,1.00E+00
4076,6.83E-01,5.96E-01,1.00E+00
4077,7.78E-01,6.00E-01,1.00E+00
4078,7.08E-01,5.89E-01,1.00E+00
4079,7.08E-01,6.08E-01,1.00E+00
4080,7.01E-01,5.96E-01,1.00E+00
4081,7.78E-01,6.35E-01,1.00E+00
4082,7.25E-01,5.87E-01,1.00E+00
4083,7.25E-01,6.09E-01,1.00E+00
4084,7.25E-01,6.09E-01,1.00E+00
4085,6.46E-01,5.96E-01,1.00E+00
4086,7.01E-01,6.20E-01,1.00E+00
4087,6.28E-01,6.40E-01,1.00E+00
4088,7.01E-01,6.54E-01,1.00E+00
4089,7.64E-01,5.96E-01,1.00E+00
4090,7.51E-01,6.37E-01,1.00E+00
4091,7.39E-01,6.77E-01,1.00E+00
4092,7.27E-01,7.18E-01,1.00E+00
4093,7.14E-01,7.58E-01,1.00E+00
4094,7.50E-01,6.00E-01,1.00E+00
4095,8.26E-01,6.06E-01,1.00E+00
4096,8.33E-01,6.00E-01,1.00E+00
4097,7.71E-01,5.80E-01,1.00E+00
4098,7.22E-01,5.87E-01,1.00E+00
4099,8.33E-01,5.87E-01,1.00E+00
4100,8.75E-01,6.28E-01,1.00E+00
4101,8.82E-01,6.48E-01,1.00E+00
4102,7.78E-01,6.48E-01,1.00E+00
4103,8.89E-01,6.28E-01,1.00E+00
4104,7.64E-01,6.28E-01,1.00E+00
4105,8.89E-01,6.28E-01,1.00E+00
4106,7.78E-01,6.00E-01,1.00E+00
4107,8.33E-01,6.35E-01,1.00E+00
4108,8.33E-01,6.20E-01,1.00E+00
4109,7.50E-01,6.47E-01,1.00E+00
4110,8.33E-01,6.60E-01,1.00E+00
4111,8.33E-01,6.28E-01,1.00E+00
4112,8.33E-01,6.35E-01,1.00E+00
4113,7.39E-01,6.35E-01,1.00E+00
4114,8.33E-01,6.40E-01,1.00E+00
4115,8.33E-01,6.28E-01,1.00E+00
4116,8.38E-01,6.28E-01,1.00E+00
4117,8.38E-01,6.15E-01,1.00E+00
4118,8.75E-01,6.08E-01,1.00E+00
4119,8.38E-01,6.35E-01,1.00E+00
4120,8.44E-01,6.46E-01,1.00E+00
4121,7.89E-01,6.60E-01,1.00E+00
4122,7.64E-01,6.67E-01,1.00E+00
4123,7.89E-01,6.48E-01,1.00E+00
4124,8.26E-01,6.54E-01,1.00E+00
4125,8.33E-01,6.47E-01,1.00E+00
4126,7.78E-01,6.53E-01,1.00E+00
4127,7.78E-01,6.28E-01,1.00E+00
4128,8.33E-01,6.48E-01,1.00E+00
4129,8.26E-01,6.08E-01,1.00E+00
4130,7.64E-01,6.27E-01,1.00E+00
4131,7.89E-01,6.15E-01,1.00E+00
4132,8.33E-01,6.28E-01,1.00E+00
4133,8.38E-01,6.40E-01,1.00E+00
4134,7.22E-01,6.80E-01,1.00E+00
4135,7.22E-01,6.40E-01,1.00E+00
4136,6.67E-01,5.80E-01,1.00E+00
4137,7.78E-01,6.48E-01,1.00E+00
4138,7.22E-01,6.00E-01,1.00E+00
4139,6.67E-01,6.54E-01,1.00E+00
4140,6.67E-01,6.46E-01,1.00E+00
4141,6.67E-01,6.48E-01,1.00E+00
4142,6.46E-01,6.60E-01,1.00E+00
4143,7.22E-01,6.60E-01,1.00E+00
4144,7.22E-01,6.00E-01,1.00E+00
4145,7.39E-01,6.20E-01,1.00E+00
4146,6.46E-01,5.80E-01,1.00E+00
4147,6.28E-01,6.20E-01,1.00E+00
4148,6.83E-01,5.88E-01,1.00E+00
4149,6.28E-01,5.96E-01,1.00E+00
4150,6.11E-01,5.67E-01,1.00E+00
4151,7.22E-01,5.77E-01,1.00E+00
4152,7.71E-01,5.80E-01,1.00E+00
4153,8.38E-01,6.08E-01,1.00E+00
4154,7.22E-01,6.20E-01,1.00E+00
4155,7.22E-01,6.00E-01,1.00E+00
4156,7.33E-01,5.87E-01,1.00E+00
4157,7.78E-01,5.96E-01,1.00E+00
4158,6.83E-01,6.28E-01,1.00E+00
4159,7.78E-01,5.96E-01,1.00E+00
4160,7.78E-01,5.77E-01,1.00E+00
4161,7.78E-01,5.96E-01,1.00E+00
4162,7.78E-01,6.08E-01,1.00E+00
4163,7.78E-01,6.00E-01,1.00E+00
4164,7.39E-01,5.96E-01,1.00E+00
4165,9.00E-01,6.28E-01,1.00E+00
4166,8.82E-01,6.15E-01,1.00E+00
4167,7.94E-01,6.08E-01,1.00E+00
4168,8.33E-01,5.96E-01,1.00E+00
4169,9.44E-01,6.15E-01,1.00E+00
4170,8.33E-01,6.08E-01,1.00E+00
4171,8.66E-01,5.93E-01,1.00E+00
4172,8.66E-01,5.90E-01,1.00E+00
4173,7.78E-01,5.60E-01,1.00E+00
4174,8.26E-01,5.60E-01,1.00E+00
4175,8.33E-01,5.80E-01,1.00E+00
4176,7.78E-01,6.20E-01,1.00E+00
4177,8.33E-01,6.28E-01,1.00E+00
4178,7.78E-01,6.00E-01,1.00E+00
4179,8.33E-01,6.20E-01,1.00E+00
4180,8.26E-01,6.60E-01,1.00E+00
4181,8.33E-01,6.40E-01,1.00E+00
4182,8.38E-01,6.46E-01,1.00E+00
4183,9.38E-01,6.40E-01,1.00E+00
4184,8.33E-01,6.40E-01,1.00E+00
4185,7.89E-01,6.28E-01,1.00E+00
4186,8.89E-01,6.09E-01,1.00E+00
4187,7.89E-01,6.20E-01,1.00E+00
4188,8.19E-01,5.80E-01,1.00E+00
4189,8.33E-01,5.67E-01,1.00E+00
4190,7.33E-01,5.89E-01,1.00E+00
4191,6.83E-01,5.96E-01,1.00E+00
4192,7.22E-01,5.51E-01,1.00E+00
4193,7.87E-01,5.77E-01,1.00E+00
4194,7.87E-01,5.77E-01,1.00E+00
4195,8.19E-01,5.70E-01,1.00E+00
4196,7.78E-01,5.89E-01,1.00E+00
4197,8.26E-01,6.15E-01,1.00E+00
4198,7.78E-01,6.28E-01,1.00E+00
4199,7.87E-01,6.28E-01,1.00E+00
4200,8.26E-01,5.80E-01,1.00E+00
4201,7.64E-01,5.89E-01,1.00E+00
4202,8.26E-01,5.89E-01,1.00E+00
4203,7.33E-01,6.15E-01,1.00E+00
4204,8.26E-01,6.28E-01,1.00E+00
4205,7.78E-01,6.73E-01,1.00E+00
4206,7.78E-01,6.40E-01,1.00E+00
4207,8.33E-01,6.08E-01,1.00E+00
4208,8.33E-01,6.48E-01,1.00E+00
4209,7.39E-01,6.15E-01,1.00E+00
4210,8.33E-01,6.28E-01,1.00E+00
4211,7.89E-01,5.58E-01,1.00E+00
4212,7.89E-01,6.20E-01,1.00E+00
4213,7.39E-01,5.96E-01,1.00E+00
4214,7.78E-01,6.00E-01,1.00E+00
4215,7.94E-01,5.58E-01,1.00E+00
4216,7.39E-01,5.77E-01,1.00E+00
4217,8.38E-01,5.68E-01,1.00E+00
4218,8.82E-01,5.60E-01,1.00E+00
4219,8.33E-01,5.40E-01,1.00E+00
4220,8.33E-01,5.80E-01,1.00E+00
4221,8.33E-01,5.70E-01,1.00E+00
4222,7.89E-01,5.96E-01,1.00E+00
4223,8.44E-01,5.70E-01,1.00E+00
4224,7.64E-01,6.15E-01,1.00E+00
4225,7.78E-01,6.15E-01,1.00E+00
4226,7.64E-01,6.28E-01,1.00E+00
4227,7.25E-01,6.20E-01,1.00E+00
4228,8.82E-01,5.58E-01,1.00E+00
4229,7.78E-01,6.00E-01,1.00E+00
4230,7.22E-01,6.28E-01,1.00E+00
4231,7.22E-01,5.96E-01,1.00E+00
4232,7.22E-01,6.09E-01,1.00E+00
4233,7.78E-01,6.20E-01,1.00E+00
4234,1.01E+00,5.40E-01,1.00E+00
4235,1.00E+00,5.73E-01,1.00E+00
4236,9.29E-01,5.70E-01,1.00E+00
4237,9.29E-01,5.74E-01,1.00E+00
4238,8.57E-01,5.90E-01,1.00E+00
4239,7.01E-01,6.08E-01,1.00E+00
4240,8.26E-01,5.20E-01,1.00E+00
4241,7.64E-01,5.90E-01,1.00E+00
4242,7.78E-01,5.80E-01,1.00E+00
4243,7.78E-01,5.51E-01,1.00E+00
4244,7.50E-01,5.70E-01,1.00E+00
4245,9.11E-01,6.15E-01,1.00E+00
4246,1.07E+00,6.60E-01,1.00E+00
4247,1.15E+00,6.82E-01,1.00E+00
4248,1.22E+00,7.05E-01,1.00E+00
4249,1.21E+00,7.33E-01,1.00E+00
4250,9.29E-01,6.60E-01,1.00E+00
4251,1.08E+00,6.28E-01,1.00E+00
4252,9.38E-01,6.97E-01,1.00E+00
4253,9.29E-01,6.28E-01,1.00E+00
4254,8.62E-01,5.99E-01,1.00E+00
4255,7.95E-01,5.70E-01,1.00E+00
4256,7.87E-01,5.89E-01,1.00E+00
4257,7.79E-01,6.08E-01,1.00E+00
4258,7.71E-01,6.28E-01,1.00E+00
4259,6.67E-01,6.66E-01,1.00E+00
4260,7.71E-01,5.51E-01,1.00E+00
4261,7.29E-01,5.64E-01,1.00E+00
4262,6.88E-01,5.77E-01,1.00E+00
4263,7.07E-01,5.67E-01,1.00E+00
4264,7.26E-01,5.58E-01,1.00E+00
4265,7.45E-01,5.48E-01,1.00E+00
4266,7.64E-01,5.38E-01,1.00E+00
4267,7.01E-01,5.80E-01,1.00E+00
4268,6.84E-01,5.83E-01,1.00E+00
4269,6.67E-01,5.87E-01,1.00E+00
4270,6.11E-01,6.47E-01,1.00E+00
4271,6.81E-01,6.08E-01,1.00E+00
4272,7.50E-01,5.70E-01,1.00E+00
4273,7.44E-01,5.70E-01,1.00E+00
4274,7.39E-01,5.70E-01,1.00E+00
4275,7.33E-01,5.70E-01,1.00E+00
4276,7.28E-01,5.70E-01,1.00E+00
4277,7.22E-01,5.70E-01,1.00E+00
4278,7.01E-01,5.40E-01,1.00E+00
4279,8.76E-01,5.42E-01,1.00E+00
4280,1.05E+00,5.45E-01,1.00E+00
4281,1.23E+00,5.47E-01,1.00E+00
4282,1.40E+00,5.49E-01,1.00E+00
4283,1.57E+00,5.52E-01,1.00E+00
4284,1.57E+00,5.66E-01,1.00E+00
4285,1.25E+00,5.77E-01,1.00E+00
4286,1.28E+00,5.12E-01,1.00E+00
4287,1.28E+00,5.52E-01,1.00E+00
4288,1.30E+00,5.32E-01,1.00E+00
4289,1.28E+00,5.32E-01,1.00E+00
4290,1.12E+00,5.91E-01,1.00E+00
4291,1.28E+00,5.77E-01,1.00E+00
4292,1.28E+00,5.67E-01,1.00E+00
4293,1.28E+00,5.58E-01,1.00E+00
4294,1.28E+00,5.52E-01,1.00E+00
4295,1.28E+00,5.47E-01,1.00E+00
4296,1.23E+00,5.40E-01,1.00E+00
4297,1.28E+00,5.49E-01,1.00E+00
4298,1.33E+00,5.58E-01,1.00E+00
4299,1.29E+00,5.69E-01,1.00E+00
4300,1.25E+00,5.80E-01,1.00E+00
4301,1.15E+00,6.28E-01,1.00E+00
4302,1.00E+00,6.54E-01,1.00E+00
4303,1.03E+00,6.80E-01,1.00E+00
4304,1.06E+00,7.05E-01,1.00E+00
4305,1.00E+00,7.00E-01,1.00E+00
4306,1.00E+00,6.80E-01,1.00E+00
4307,9.29E-01,7.20E-01,1.00E+00
4308,9.29E-01,6.77E-01,1.00E+00
4309,9.29E-01,6.33E-01,1.00E+00
4310,9.64E-01,6.87E-01,1.00E+00
4311,1.00E+00,7.40E-01,1.00E+00
4312,1.00E+00,7.60E-01,1.00E+00
4313,1.00E+00,7.05E-01,1.00E+00
4314,1.00E+00,7.40E-01,1.00E+00
4315,1.01E+00,7.84E-01,1.00E+00
4316,9.38E-01,8.43E-01,1.00E+00
4317,1.00E+00,8.27E-01,1.00E+00
4318,8.75E-01,8.30E-01,1.00E+00
4319,1.00E+00,8.04E-01,1.00E+00
4320,9.38E-01,7.84E-01,1.00E+00
4321,1.07E+00,8.03E-01,1.00E+00
4322,1.00E+00,8.60E-01,1.00E+00
4323,1.06E+00,8.62E-01,1.00E+00
4324,1.00E+00,8.43E-01,1.00E+00
4325,1.00E+00,8.65E-01,1.00E+00
4326,1.06E+00,8.62E-01,1.00E+00
4327,8.04E-01,7.80E-01,1.00E+00
4328,6.88E-01,6.28E-01,1.00E+00
4329,6.67E-01,5.96E-01,1.00E+00
4330,6.67E-01,5.77E-01,1.00E+00
4331,6.28E-01,5.96E-01,1.00E+00
4332,6.83E-01,5.96E-01,1.00E+00
4333,5.78E-01,5.60E-01,1.00E+00
4334,6.28E-01,5.96E-01,1.00E+00
4335,6.50E-01,5.69E-01,1.00E+00
4336,6.50E-01,5.69E-01,1.00E+00
4337,6.28E-01,6.47E-01,1.00E+00
4338,8.50E-01,7.69E-01,1.00E+00
4339,8.94E-01,8.24E-01,1.00E+00
4340,8.89E-01,8.24E-01,1.00E+00
4341,8.39E-01,8.30E-01,1.00E+00
4342,9.00E-01,8.27E-01,1.00E+00
4343,8.39E-01,8.27E-01,1.00E+00
4344,8.50E-01,8.11E-01,1.00E+00
4345,8.89E-01,8.08E-01,1.00E+00
4346,8.89E-01,8.43E-01,1.00E+00
4347,9.12E-01,8.46E-01,1.00E+00
4348,9.44E-01,7.80E-01,1.00E+00
4349,8.89E-01,7.84E-01,1.00E+00
4350,1.06E+00,7.84E-01,1.00E+00
4351,1.06E+00,7.84E-01,1.00E+00
4352,8.26E-01,7.44E-01,1.00E+00
4353,6.88E-01,5.60E-01,1.00E+00
4354,7.22E-01,5.88E-01,1.00E+00
4355,6.83E-01,5.80E-01,1.00E+00
4356,6.83E-01,6.15E-01,1.00E+00
4357,6.83E-01,5.88E-01,1.00E+00
4358,7.22E-01,5.80E-01,1.00E+00
4359,6.83E-01,5.48E-01,1.00E+00
4360,6.00E-01,5.58E-01,1.00E+00
4361,6.83E-01,5.77E-01,1.00E+00
4362,6.67E-01,5.69E-01,1.00E+00
4363,6.83E-01,5.88E-01,1.00E+00
4364,7.39E-01,5.68E-01,1.00E+00
4365,8.33E-01,5.77E-01,1.00E+00
4366,7.33E-01,5.89E-01,1.00E+00
4367,8.26E-01,5.89E-01,1.00E+00
4368,7.78E-01,5.69E-01,1.00E+00
4369,7.39E-01,6.05E-01,1.00E+00
4370,7.78E-01,5.96E-01,1.00E+00
4371,8.39E-01,5.58E-01,1.00E+00
4372,7.78E-01,5.77E-01,1.00E+00
4373,6.89E-01,6.07E-01,1.00E+00
4374,7.78E-01,5.96E-01,1.00E+00
4375,7.07E-01,5.96E-01,1.00E+00
4376,7.00E-01,5.87E-01,1.00E+00
4377,7.39E-01,6.08E-01,1.00E+00
4378,7.78E-01,5.80E-01,1.00E+00
4379,8.33E-01,5.80E-01,1.00E+00
4380,8.89E-01,6.67E-01,1.00E+00
4381,9.44E-01,6.92E-01,1.00E+00
4382,8.26E-01,7.20E-01,1.00E+00
4383,8.44E-01,7.45E-01,1.00E+00
4384,7.39E-01,7.25E-01,1.00E+00
4385,7.89E-01,7.25E-01,1.00E+00
4386,7.89E-01,7.40E-01,1.00E+00
4387,7.50E-01,7.69E-01,1.00E+00
4388,7.89E-01,7.20E-01,1.00E+00
4389,7.89E-01,7.05E-01,1.00E+00
4390,7.89E-01,6.80E-01,1.00E+00
4391,7.83E-01,7.06E-01,1.00E+00
4392,8.39E-01,7.00E-01,1.00E+00
4393,7.33E-01,7.45E-01,1.00E+00
4394,7.50E-01,7.25E-01,1.00E+00
4395,7.33E-01,7.05E-01,1.00E+00
4396,7.22E-01,7.05E-01,1.00E+00
4397,7.78E-01,7.40E-01,1.00E+00
4398,8.10E-01,7.59E-01,1.00E+00
4399,8.43E-01,7.77E-01,1.00E+00
4400,8.75E-01,7.96E-01,1.00E+00
4401,7.64E-01,8.40E-01,1.00E+00
4402,7.64E-01,7.80E-01,1.00E+00
4403,7.22E-01,7.84E-01,1.00E+00
4404,7.78E-01,7.84E-01,1.00E+00
4405,7.78E-01,7.69E-01,1.00E+00
4406,7.78E-01,7.25E-01,1.00E+00
4407,7.78E-01,7.54E-01,1.00E+00
4408,7.39E-01,7.45E-01,1.00E+00
4409,8.44E-01,7.45E-01,1.00E+00
4410,7.39E-01,7.30E-01,1.00E+00
4411,7.78E-01,7.64E-01,1.00E+00
4412,7.78E-01,7.65E-01,1.00E+00
4413,8.13E-01,7.63E-01,1.00E+00
4414,9.56E-01,7.18E-01,1.00E+00
4415,1.10E+00,6.72E-01,1.00E+00
4416,1.20E+00,7.13E-01,1.00E+00
4417,1.03E+00,7.09E-01,1.00E+00
4418,8.57E-01,7.05E-01,1.00E+00
4419,9.29E-01,6.60E-01,1.00E+00
4420,8.71E-01,7.18E-01,1.00E+00
4421,8.13E-01,7.75E-01,1.00E+00
4422,8.26E-01,7.84E-01,1.00E+00
4423,7.78E-01,7.44E-01,1.00E+00
4424,8.33E-01,7.60E-01,1.00E+00
4425,8.33E-01,7.60E-01,1.00E+00
4426,8.33E-01,7.45E-01,1.00E+00
4427,8.33E-01,7.45E-01,1.00E+00
4428,7.94E-01,7.50E-01,1.00E+00
4429,8.33E-01,7.60E-01,1.00E+00
4430,8.33E-01,7.65E-01,1.00E+00
4431,8.33E-01,7.65E-01,1.00E+00
4432,8.33E-01,7.60E-01,1.00E+00
4433,8.33E-01,7.40E-01,1.00E+00
4434,8.33E-01,7.45E-01,1.00E+00
4435,9.38E-01,7.25E-01,1.00E+00
4436,1.25E+00,6.93E-01,1.00E+00
4437,1.37E+00,6.80E-01,1.00E+00
4438,1.40E+00,7.00E-01,1.00E+00
4439,1.17E+00,7.20E-01,1.00E+00
4440,1.28E+00,6.80E-01,1.00E+00
4441,1.28E+00,6.66E-01,1.00E+00
4442,1.18E+00,6.80E-01,1.00E+00
4443,1.28E+00,6.46E-01,1.00E+00
4444,1.45E+00,6.47E-01,1.00E+00
4445,1.45E+00,6.35E-01,1.00E+00
4446,1.45E+00,6.60E-01,1.00E+00
4447,1.30E+00,7.24E-01,1.00E+00
4448,9.29E-01,7.29E-01,1.00E+00
4449,9.38E-01,7.75E-01,1.00E+00
4450,1.07E+00,7.64E-01,1.00E+00
