,ver,hor,y
1527,5.17E-01,6.08E-01,0.00E+00
1528,5.52E-01,6.26E-01,0.00E+00
1529,6.07E-01,6.05E-01,0.00E+00
1530,6.41E-01,6.13E-01,0.00E+00
1531,6.79E-01,6.45E-01,0.00E+00
1532,5.93E-01,6.13E-01,0.00E+00
1533,5.71E-01,6.32E-01,0.00E+00
1534,5.00E-01,6.13E-01,0.00E+00
1535,6.15E-01,6.15E-01,0.00E+00
1536,6.68E-01,6.39E-01,0.00E+00
1537,5.50E-01,6.26E-01,0.00E+00
1538,5.36E-01,6.12E-01,0.00E+00
1539,6.00E-01,6.36E-01,0.00E+00
1540,5.58E-01,6.53E-01,0.00E+00
1541,5.36E-01,6.26E-01,0.00E+00
1542,5.52E-01,6.22E-01,0.00E+00
1543,6.43E-01,6.10E-01,0.00E+00
1544,5.33E-01,6.18E-01,0.00E+00
1545,6.29E-01,6.58E-01,0.00E+00
1546,5.19E-01,6.62E-01,0.00E+00
1547,5.42E-01,6.35E-01,0.00E+00
1548,5.71E-01,6.32E-01,0.00E+00
1549,6.32E-01,6.54E-01,0.00E+00
1550,6.07E-01,6.39E-01,0.00E+00
1551,6.29E-01,6.26E-01,0.00E+00
1552,5.00E-01,6.48E-01,0.00E+00
1553,5.33E-01,6.05E-01,0.00E+00
1554,5.71E-01,6.23E-01,0.00E+00
1555,5.71E-01,6.22E-01,0.00E+00
1556,6.29E-01,6.62E-01,0.00E+00
1557,6.92E-01,6.66E-01,0.00E+00
1558,7.31E-01,6.62E-01,0.00E+00
1559,7.31E-01,6.54E-01,0.00E+00
1560,6.15E-01,6.23E-01,0.00E+00
1561,5.71E-01,6.18E-01,0.00E+00
1562,5.71E-01,5.97E-01,0.00E+00
1563,5.19E-01,6.11E-01,0.00E+00
1564,6.00E-01,6.67E-01,0.00E+00
1565,5.42E-01,6.60E-01,0.00E+00
1566,7.31E-01,6.36E-01,0.00E+00
1567,5.33E-01,6.28E-01,0.00E+00
1568,5.52E-01,5.92E-01,0.00E+00
1569,6.43E-01,6.54E-01,0.00E+00
1570,7.06E-01,6.54E-01,0.00E+00
1571,6.68E-01,6.36E-01,0.00E+00
1572,7.31E-01,6.75E-01,0.00E+00
1573,7.98E-01,6.54E-01,0.00E+00
1574,7.39E-01,6.41E-01,0.00E+00
1575,7.50E-01,6.48E-01,0.00E+00
1576,7.31E-01,6.49E-01,0.00E+00
1577,7.92E-01,6.53E-01,0.00E+00
1578,7.60E-01,6.61E-01,0.00E+00
1579,6.92E-01,6.37E-01,0.00E+00
1580,7.69E-01,6.45E-01,0.00E+00
1581,7.01E-01,6.75E-01,0.00E+00
1582,7.39E-01,6.48E-01,0.00E+00
1583,7.21E-01,6.75E-01,0.00E+00
1584,6.43E-01,6.67E-01,0.00E+00
1585,7.84E-01,6.45E-01,0.00E+00
1586,7.60E-01,6.58E-01,0.00E+00
1587,6.92E-01,6.41E-01,0.00E+00
1588,7.98E-01,6.62E-01,0.00E+00
1589,8.26E-01,6.53E-01,0.00E+00
1590,7.50E-01,6.54E-01,0.00E+00
1591,7.06E-01,6.36E-01,0.00E+00
1592,6.79E-01,6.54E-01,0.00E+00
1593,6.07E-01,6.45E-01,0.00E+00
1594,7.50E-01,6.79E-01,0.00E+00
1595,6.79E-01,6.56E-01,0.00E+00
1596,6.92E-01,6.36E-01,0.00E+00
1597,5.33E-01,6.23E-01,0.00E+00
1598,5.99E-01,6.15E-01,0.00E+00
1599,7.60E-01,6.49E-01,0.00E+00
1600,7.60E-01,6.62E-01,0.00E+00
1601,5.77E-01,6.36E-01,0.00E+00
1602,7.31E-01,6.39E-01,0.00E+00
1603,6.92E-01,6.45E-01,0.00E+00
1604,7.03E-01,6.58E-01,0.00E+00
1605,7.31E-01,6.54E-01,0.00E+00
1606,6.21E-01,6.54E-01,0.00E+00
1607,6.41E-01,6.11E-01,0.00E+00
1608,5.71E-01,6.35E-01,0.00E+00
1609,6.92E-01,6.39E-01,0.00E+00
1610,6.92E-01,6.54E-01,0.00E+00
1611,5.77E-01,6.23E-01,0.00E+00
1612,6.68E-01,6.32E-01,0.00E+00
1613,6.54E-01,6.18E-01,0.00E+00
1614,5.93E-01,6.08E-01,0.00E+00
1615,7.03E-01,6.03E-01,0.00E+00
1616,6.15E-01,6.15E-01,0.00E+00
1617,5.71E-01,6.10E-01,0.00E+00
1618,6.15E-01,5.87E-01,0.00E+00
1619,6.54E-01,6.28E-01,0.00E+00
1620,5.93E-01,6.11E-01,0.00E+00
1621,6.29E-01,6.20E-01,0.00E+00
1622,7.73E-01,6.40E-01,0.00E+00
1623,6.92E-01,5.92E-01,0.00E+00
1624,6.38E-01,6.10E-01,0.00E+00
1625,6.92E-01,6.39E-01,0.00E+00
1626,6.54E-01,6.14E-01,0.00E+00
1627,5.86E-01,6.18E-01,0.00E+00
1628,5.33E-01,6.24E-01,0.00E+00
1629,4.45E-01,5.66E-01,0.00E+00
1630,5.19E-01,5.96E-01,0.00E+00
1631,6.92E-01,6.36E-01,0.00E+00
1632,6.07E-01,6.39E-01,0.00E+00
1633,5.33E-01,6.26E-01,0.00E+00
1634,6.15E-01,6.32E-01,0.00E+00
1635,6.25E-01,6.30E-01,0.00E+00
1636,4.81E-01,5.88E-01,0.00E+00
1637,7.50E-01,6.36E-01,0.00E+00
1638,5.00E-01,5.61E-01,0.00E+00
1639,6.07E-01,6.03E-01,0.00E+00
1640,5.83E-01,5.96E-01,0.00E+00
1641,6.41E-01,5.98E-01,0.00E+00
1642,7.08E-01,6.13E-01,0.00E+00
1643,7.39E-01,5.90E-01,0.00E+00
1644,6.41E-01,6.05E-01,0.00E+00
1645,7.50E-01,5.97E-01,0.00E+00
1646,6.97E-01,5.92E-01,0.00E+00
1647,6.54E-01,6.27E-01,0.00E+00
1648,6.92E-01,6.26E-01,0.00E+00
1649,6.92E-01,6.39E-01,0.00E+00
1650,7.42E-01,5.92E-01,0.00E+00
1651,7.50E-01,6.57E-01,0.00E+00
1652,7.50E-01,6.18E-01,0.00E+00
1653,7.60E-01,6.53E-01,0.00E+00
1654,6.41E-01,6.28E-01,0.00E+00
1655,7.21E-01,6.26E-01,0.00E+00
1656,6.07E-01,6.32E-01,0.00E+00
1657,7.31E-01,6.67E-01,0.00E+00
1658,5.71E-01,6.22E-01,0.00E+00
1659,5.93E-01,6.05E-01,0.00E+00
1660,6.92E-01,6.49E-01,0.00E+00
1661,6.19E-01,6.32E-01,0.00E+00
1662,6.07E-01,6.22E-01,0.00E+00
1663,6.65E-01,6.58E-01,0.00E+00
1664,5.50E-01,6.45E-01,0.00E+00
1665,5.71E-01,6.22E-01,0.00E+00
1666,6.33E-01,6.36E-01,0.00E+00
1667,6.54E-01,6.39E-01,0.00E+00
1668,5.77E-01,6.10E-01,0.00E+00
1669,6.65E-01,6.62E-01,0.00E+00
1670,6.65E-01,6.58E-01,0.00E+00
1671,5.67E-01,6.18E-01,0.00E+00
1672,6.29E-01,6.41E-01,0.00E+00
1673,6.92E-01,6.58E-01,0.00E+00
1674,5.55E-01,5.92E-01,0.00E+00
1675,5.36E-01,6.15E-01,0.00E+00
1676,5.99E-01,5.97E-01,0.00E+00
1677,6.29E-01,6.11E-01,0.00E+00
1678,6.92E-01,6.41E-01,0.00E+00
1679,5.55E-01,6.03E-01,0.00E+00
1680,6.83E-01,5.84E-01,0.00E+00
1681,5.61E-01,6.08E-01,0.00E+00
1682,5.61E-01,6.36E-01,0.00E+00
1683,5.61E-01,5.79E-01,0.00E+00
1684,5.38E-01,6.15E-01,0.00E+00
1685,5.93E-01,6.18E-01,0.00E+00
1686,5.91E-01,6.89E-01,0.00E+00
1687,6.25E-01,6.36E-01,0.00E+00
1688,5.19E-01,6.23E-01,0.00E+00
1689,6.41E-01,6.31E-01,0.00E+00
1690,6.25E-01,6.15E-01,0.00E+00
1691,4.23E-01,6.45E-01,0.00E+00
1692,6.83E-01,7.50E-01,0.00E+00
1693,6.25E-01,6.66E-01,0.00E+00
1694,5.36E-01,6.05E-01,0.00E+00
1695,6.54E-01,6.53E-01,0.00E+00
1696,6.68E-01,6.13E-01,0.00E+00
1697,6.29E-01,6.32E-01,0.00E+00
1698,5.93E-01,6.05E-01,0.00E+00
1699,4.84E-01,6.24E-01,0.00E+00
1700,5.00E-01,6.22E-01,0.00E+00
1701,5.36E-01,5.92E-01,0.00E+00
1702,7.14E-01,6.58E-01,0.00E+00
1703,5.93E-01,6.05E-01,0.00E+00
1704,6.29E-01,6.49E-01,0.00E+00
1705,5.16E-01,6.58E-01,0.00E+00
1706,6.54E-01,6.49E-01,0.00E+00
1707,5.19E-01,6.05E-01,0.00E+00
1708,6.29E-01,6.05E-01,0.00E+00
1709,6.15E-01,6.05E-01,0.00E+00
1710,6.29E-01,6.18E-01,0.00E+00
1711,6.68E-01,6.10E-01,0.00E+00
1712,5.67E-01,6.45E-01,0.00E+00
1713,6.29E-01,6.40E-01,0.00E+00
1714,5.77E-01,6.01E-01,0.00E+00
1715,5.52E-01,6.23E-01,0.00E+00
1716,6.79E-01,6.18E-01,0.00E+00
1717,5.36E-01,6.22E-01,0.00E+00
1718,5.93E-01,6.14E-01,0.00E+00
1719,6.41E-01,6.15E-01,0.00E+00
1720,5.71E-01,6.14E-01,0.00E+00
1721,5.71E-01,6.18E-01,0.00E+00
1722,6.15E-01,6.05E-01,0.00E+00
1723,5.71E-01,6.43E-01,0.00E+00
1724,5.71E-01,6.05E-01,0.00E+00
1725,6.29E-01,6.32E-01,0.00E+00
1726,5.88E-01,6.23E-01,0.00E+00
1727,5.93E-01,6.32E-01,0.00E+00
1728,6.92E-01,6.07E-01,0.00E+00
1729,6.15E-01,6.18E-01,0.00E+00
1730,6.54E-01,6.36E-01,0.00E+00
1731,5.55E-01,6.36E-01,0.00E+00
1732,5.38E-01,6.32E-01,0.00E+00
1733,5.38E-01,6.36E-01,0.00E+00
1734,5.52E-01,6.11E-01,0.00E+00
1735,6.15E-01,6.32E-01,0.00E+00
1736,5.77E-01,6.18E-01,0.00E+00
1737,5.36E-01,6.18E-01,0.00E+00
1738,5.00E-01,6.05E-01,0.00E+00
1739,5.77E-01,6.18E-01,0.00E+00
1740,7.42E-01,6.16E-01,0.00E+00
1741,5.93E-01,5.98E-01,0.00E+00
1742,6.25E-01,5.95E-01,0.00E+00
1743,7.08E-01,5.92E-01,0.00E+00
1744,7.80E-01,6.22E-01,0.00E+00
1745,6.55E-01,5.79E-01,0.00E+00
1746,7.08E-01,5.95E-01,0.00E+00
1747,7.75E-01,6.08E-01,0.00E+00
1748,6.67E-01,6.21E-01,0.00E+00
1749,6.97E-01,5.97E-01,0.00E+00
1750,6.54E-01,5.85E-01,0.00E+00
1751,6.07E-01,6.18E-01,0.00E+00
1752,6.97E-01,6.18E-01,0.00E+00
1753,6.54E-01,6.36E-01,0.00E+00
1754,6.29E-01,6.36E-01,0.00E+00
1755,5.67E-01,6.32E-01,0.00E+00
1756,6.25E-01,6.23E-01,0.00E+00
1757,6.79E-01,6.62E-01,0.00E+00
1758,6.54E-01,6.23E-01,0.00E+00
1759,6.25E-01,6.05E-01,0.00E+00
1760,7.73E-01,6.35E-01,0.00E+00
1761,7.21E-01,6.13E-01,0.00E+00
1762,6.97E-01,6.32E-01,0.00E+00
1763,6.92E-01,6.14E-01,0.00E+00
1764,6.07E-01,6.20E-01,0.00E+00
1765,6.43E-01,6.39E-01,0.00E+00
1766,6.79E-01,6.58E-01,0.00E+00
1767,6.15E-01,6.32E-01,0.00E+00
1768,6.26E-01,6.58E-01,0.00E+00
1769,6.36E-01,6.84E-01,0.00E+00
1770,6.97E-01,6.23E-01,0.00E+00
1771,7.08E-01,6.40E-01,0.00E+00
1772,6.29E-01,6.26E-01,0.00E+00
1773,7.21E-01,6.35E-01,0.00E+00
1774,9.55E-01,6.72E-01,0.00E+00
1775,7.92E-01,6.84E-01,0.00E+00
1776,7.31E-01,6.53E-01,0.00E+00
1777,8.40E-01,6.93E-01,0.00E+00
1778,7.08E-01,6.45E-01,0.00E+00
1779,8.64E-01,6.62E-01,0.00E+00
1780,7.98E-01,6.66E-01,0.00E+00
1781,7.84E-01,6.80E-01,0.00E+00
1782,7.03E-01,6.62E-01,0.00E+00
1783,7.60E-01,6.49E-01,0.00E+00
1784,7.31E-01,6.66E-01,0.00E+00
1785,7.03E-01,6.50E-01,0.00E+00
1786,7.18E-01,6.49E-01,0.00E+00
1787,7.14E-01,6.45E-01,0.00E+00
1788,6.92E-01,6.53E-01,0.00E+00
1789,7.56E-01,6.89E-01,0.00E+00
1790,7.31E-01,6.49E-01,0.00E+00
1791,7.18E-01,6.84E-01,0.00E+00
1792,6.92E-01,6.32E-01,0.00E+00
1793,6.67E-01,6.45E-01,0.00E+00
1794,6.76E-01,6.62E-01,0.00E+00
1795,7.08E-01,6.32E-01,0.00E+00
1796,7.21E-01,6.49E-01,0.00E+00
1797,7.31E-01,6.43E-01,0.00E+00
1798,6.41E-01,6.45E-01,0.00E+00
1799,8.18E-01,6.32E-01,0.00E+00
1800,7.39E-01,6.35E-01,0.00E+00
1801,7.42E-01,6.22E-01,0.00E+00
1802,6.67E-01,6.23E-01,0.00E+00
1803,7.21E-01,5.98E-01,0.00E+00
1804,6.25E-01,5.97E-01,0.00E+00
1805,7.64E-01,6.66E-01,0.00E+00
1806,7.50E-01,6.54E-01,0.00E+00
1807,6.41E-01,6.54E-01,0.00E+00
1808,7.50E-01,6.32E-01,0.00E+00
1809,7.60E-01,6.66E-01,0.00E+00
1810,7.27E-01,6.22E-01,0.00E+00
1811,6.92E-01,6.58E-01,0.00E+00
1812,6.54E-01,6.18E-01,0.00E+00
1813,6.54E-01,6.36E-01,0.00E+00
1814,7.08E-01,6.26E-01,0.00E+00
1815,7.39E-01,6.62E-01,0.00E+00
1816,9.09E-01,7.22E-01,0.00E+00
1817,7.08E-01,6.62E-01,0.00E+00
1818,7.08E-01,6.49E-01,0.00E+00
1819,6.44E-01,6.18E-01,0.00E+00
1820,6.18E-01,6.89E-01,0.00E+00
1821,8.44E-01,6.43E-01,0.00E+00
1822,6.26E-01,6.53E-01,0.00E+00
1823,6.54E-01,6.62E-01,0.00E+00
1824,7.39E-01,6.45E-01,0.00E+00
1825,6.92E-01,6.39E-01,0.00E+00
1826,6.41E-01,6.39E-01,0.00E+00
1827,6.82E-01,6.18E-01,0.00E+00
1828,6.92E-01,6.20E-01,0.00E+00
1829,6.07E-01,6.08E-01,0.00E+00
1830,7.50E-01,6.76E-01,0.00E+00
1831,7.08E-01,6.32E-01,0.00E+00
1832,6.67E-01,6.27E-01,0.00E+00
1833,7.08E-01,6.39E-01,0.00E+00
1834,6.97E-01,6.70E-01,0.00E+00
1835,5.00E-01,6.45E-01,0.00E+00
1836,6.07E-01,6.57E-01,0.00E+00
1837,6.92E-01,6.54E-01,0.00E+00
1838,7.08E-01,6.31E-01,0.00E+00
1839,6.41E-01,6.53E-01,0.00E+00
1840,6.50E-01,7.11E-01,0.00E+00
1841,5.83E-01,6.23E-01,0.00E+00
1842,6.83E-01,6.15E-01,0.00E+00
1843,7.01E-01,6.05E-01,0.00E+00
1844,6.38E-01,6.18E-01,0.00E+00
1845,6.32E-01,6.03E-01,0.00E+00
1846,6.67E-01,6.01E-01,0.00E+00
1847,7.08E-01,6.67E-01,0.00E+00
1848,7.73E-01,6.22E-01,0.00E+00
1849,6.97E-01,7.43E-01,0.00E+00
1850,7.78E-01,7.10E-01,0.00E+00
1851,6.68E-01,6.32E-01,0.00E+00
1852,7.42E-01,5.97E-01,0.00E+00
1853,7.50E-01,6.32E-01,0.00E+00
1854,7.21E-01,5.98E-01,0.00E+00
1855,6.79E-01,6.04E-01,0.00E+00
1856,6.54E-01,6.36E-01,0.00E+00
1857,5.71E-01,6.56E-01,0.00E+00
1858,5.67E-01,6.41E-01,0.00E+00
1859,5.55E-01,6.66E-01,0.00E+00
1860,5.36E-01,6.75E-01,0.00E+00
1861,6.92E-01,6.32E-01,0.00E+00
1862,6.92E-01,6.53E-01,0.00E+00
1863,7.06E-01,6.45E-01,0.00E+00
1864,6.54E-01,6.84E-01,0.00E+00
1865,5.52E-01,6.62E-01,0.00E+00
1866,6.32E-01,6.32E-01,0.00E+00
1867,6.79E-01,6.54E-01,0.00E+00
1868,6.15E-01,6.20E-01,0.00E+00
1869,5.77E-01,6.66E-01,0.00E+00
1870,6.79E-01,6.79E-01,0.00E+00
1871,6.15E-01,6.66E-01,0.00E+00
1872,6.92E-01,6.32E-01,0.00E+00
1873,5.71E-01,6.18E-01,0.00E+00
1874,7.03E-01,6.49E-01,0.00E+00
1875,7.31E-01,6.62E-01,0.00E+00
1876,6.43E-01,6.53E-01,0.00E+00
1877,6.68E-01,6.41E-01,0.00E+00
1878,6.92E-01,6.93E-01,0.00E+00
1879,6.92E-01,6.93E-01,0.00E+00
1880,6.79E-01,6.53E-01,0.00E+00
1881,6.92E-01,6.57E-01,0.00E+00
1882,6.79E-01,6.49E-01,0.00E+00
1883,6.79E-01,6.62E-01,0.00E+00
1884,7.08E-01,6.61E-01,0.00E+00
1885,6.54E-01,6.61E-01,0.00E+00
1886,6.92E-01,6.41E-01,0.00E+00
1887,7.22E-01,7.68E-01,0.00E+00
1888,6.06E-01,6.48E-01,0.00E+00
1889,6.54E-01,6.39E-01,0.00E+00
1890,7.18E-01,6.88E-01,0.00E+00
1891,7.80E-01,6.66E-01,0.00E+00
1892,6.54E-01,6.79E-01,0.00E+00
1893,5.38E-01,6.61E-01,0.00E+00
1894,6.43E-01,6.35E-01,0.00E+00
1895,6.54E-01,6.71E-01,0.00E+00
1896,6.38E-01,6.93E-01,0.00E+00
1897,7.33E-01,8.06E-01,0.00E+00
1898,6.54E-01,6.75E-01,0.00E+00
1899,7.08E-01,6.76E-01,0.00E+00
1900,5.52E-01,6.43E-01,0.00E+00
1901,7.21E-01,6.81E-01,0.00E+00
1902,7.08E-01,6.71E-01,0.00E+00
1903,7.31E-01,6.47E-01,0.00E+00
1904,7.50E-01,6.99E-01,0.00E+00
1905,6.92E-01,6.72E-01,0.00E+00
1906,7.08E-01,6.67E-01,0.00E+00
1907,8.26E-01,6.67E-01,0.00E+00
1908,7.98E-01,6.93E-01,0.00E+00
1909,6.79E-01,6.34E-01,0.00E+00
1910,7.21E-01,6.27E-01,0.00E+00
1911,7.31E-01,6.89E-01,0.00E+00
1912,7.50E-01,6.80E-01,0.00E+00
1913,7.50E-01,6.62E-01,0.00E+00
1914,7.69E-01,6.75E-01,0.00E+00
1915,7.69E-01,6.53E-01,0.00E+00
1916,8.04E-01,6.62E-01,0.00E+00
1917,8.08E-01,6.54E-01,0.00E+00
1918,7.39E-01,6.84E-01,0.00E+00
1919,7.69E-01,6.36E-01,0.00E+00
1920,7.14E-01,6.49E-01,0.00E+00
1921,7.98E-01,6.36E-01,0.00E+00
1922,8.67E-01,6.32E-01,0.00E+00
1923,7.60E-01,6.74E-01,0.00E+00
1924,7.92E-01,6.40E-01,0.00E+00
1925,7.50E-01,6.34E-01,0.00E+00
1926,7.50E-01,6.24E-01,0.00E+00
1927,7.92E-01,6.54E-01,0.00E+00
1928,7.08E-01,6.15E-01,0.00E+00
1929,7.08E-01,5.92E-01,0.00E+00
1930,6.92E-01,6.32E-01,0.00E+00
1931,6.79E-01,6.23E-01,0.00E+00
1932,6.67E-01,6.18E-01,0.00E+00
1933,6.29E-01,6.40E-01,0.00E+00
1934,7.21E-01,6.26E-01,0.00E+00
1935,6.25E-01,6.40E-01,0.00E+00
1936,7.08E-01,6.22E-01,0.00E+00
1937,6.97E-01,6.14E-01,0.00E+00
1938,6.41E-01,6.18E-01,0.00E+00
1939,7.17E-01,6.23E-01,0.00E+00
1940,6.26E-01,6.39E-01,0.00E+00
1941,5.61E-01,6.53E-01,0.00E+00
1942,6.15E-01,6.49E-01,0.00E+00
1943,6.83E-01,6.58E-01,0.00E+00
1944,6.67E-01,6.40E-01,0.00E+00
1945,6.41E-01,6.35E-01,0.00E+00
1946,5.55E-01,6.22E-01,0.00E+00
1947,6.25E-01,6.13E-01,0.00E+00
1948,7.14E-01,7.18E-01,0.00E+00
1949,6.82E-01,6.94E-01,0.00E+00
1950,7.21E-01,6.70E-01,0.00E+00
1951,5.36E-01,6.43E-01,0.00E+00
1952,5.36E-01,6.08E-01,0.00E+00
1953,6.54E-01,6.32E-01,0.00E+00
1954,5.93E-01,6.04E-01,0.00E+00
1955,5.77E-01,6.43E-01,0.00E+00
1956,5.77E-01,6.47E-01,0.00E+00
1957,5.00E-01,6.15E-01,0.00E+00
1958,5.19E-01,6.02E-01,0.00E+00
1959,5.19E-01,6.24E-01,0.00E+00
1960,5.38E-01,6.11E-01,0.00E+00
1961,6.07E-01,6.53E-01,0.00E+00
1962,4.45E-01,6.22E-01,0.00E+00
1963,5.71E-01,6.16E-01,0.00E+00
1964,5.71E-01,6.26E-01,0.00E+00
1965,6.32E-01,6.16E-01,0.00E+00
1966,5.58E-01,6.51E-01,0.00E+00
1967,5.93E-01,6.31E-01,0.00E+00
1968,5.99E-01,6.53E-01,0.00E+00
1969,5.83E-01,6.56E-01,0.00E+00
1970,6.54E-01,6.53E-01,0.00E+00
1971,6.21E-01,6.35E-01,0.00E+00
1972,6.15E-01,6.08E-01,0.00E+00
1973,5.36E-01,6.34E-01,0.00E+00
1974,7.18E-01,6.53E-01,0.00E+00
1975,6.15E-01,6.53E-01,0.00E+00
1976,5.86E-01,6.23E-01,0.00E+00
1977,6.54E-01,6.80E-01,0.00E+00
1978,5.38E-01,6.22E-01,0.00E+00
1979,6.41E-01,6.43E-01,0.00E+00
1980,5.71E-01,6.53E-01,0.00E+00
1981,5.71E-01,6.35E-01,0.00E+00
1982,6.54E-01,6.32E-01,0.00E+00
1983,6.15E-01,6.44E-01,0.00E+00
1984,5.33E-01,6.26E-01,0.00E+00
1985,5.58E-01,6.34E-01,0.00E+00
1986,5.91E-01,6.26E-01,0.00E+00
1987,6.29E-01,6.39E-01,0.00E+00
1988,4.64E-01,5.86E-01,0.00E+00
1989,5.71E-01,6.40E-01,0.00E+00
1990,5.52E-01,6.18E-01,0.00E+00
1991,5.71E-01,6.39E-01,0.00E+00
1992,5.55E-01,6.08E-01,0.00E+00
1993,5.55E-01,6.22E-01,0.00E+00
1994,5.00E-01,6.14E-01,0.00E+00
1995,6.43E-01,6.40E-01,0.00E+00
1996,5.36E-01,6.08E-01,0.00E+00
1997,6.15E-01,6.35E-01,0.00E+00
1998,6.29E-01,6.53E-01,0.00E+00
1999,6.67E-01,6.22E-01,0.00E+00
2000,5.00E-01,6.43E-01,0.00E+00
2001,4.84E-01,5.92E-01,0.00E+00
2002,6.21E-01,6.17E-01,0.00E+00
2003,5.00E-01,6.08E-01,0.00E+00
2004,5.77E-01,6.32E-01,0.00E+00
2005,6.67E-01,6.35E-01,0.00E+00
2006,6.26E-01,6.11E-01,0.00E+00
2007,5.65E-01,6.20E-01,0.00E+00
2008,5.03E-01,6.30E-01,0.00E+00
2009,4.42E-01,6.39E-01,0.00E+00
2010,5.00E-01,6.08E-01,0.00E+00
2011,5.08E-01,6.08E-01,0.00E+00
2012,5.17E-01,6.08E-01,0.00E+00
2013,5.04E-01,6.15E-01,0.00E+00
2014,4.92E-01,6.22E-01,0.00E+00
2015,4.79E-01,6.28E-01,0.00E+00
2016,4.67E-01,6.35E-01,0.00E+00
2017,5.93E-01,6.08E-01,0.00E+00
2018,5.36E-01,6.13E-01,0.00E+00
2019,5.54E-01,6.22E-01,0.00E+00
2020,5.71E-01,6.31E-01,0.00E+00
2021,5.00E-01,5.92E-01,0.00E+00
2022,5.36E-01,5.90E-01,0.00E+00
2023,6.07E-01,6.22E-01,0.00E+00
2024,5.55E-01,6.30E-01,0.00E+00
2025,5.77E-01,6.17E-01,0.00E+00
2026,5.71E-01,6.17E-01,0.00E+00
2027,5.36E-01,6.25E-01,0.00E+00
2028,5.77E-01,6.18E-01,0.00E+00
2029,4.42E-01,5.50E-01,0.00E+00
2030,4.59E-01,6.00E-01,0.00E+00
2031,5.36E-01,6.11E-01,0.00E+00
2032,5.18E-01,6.11E-01,0.00E+00
2033,5.00E-01,6.11E-01,0.00E+00
2034,5.71E-01,6.26E-01,0.00E+00
2035,5.36E-01,5.95E-01,0.00E+00
2036,5.36E-01,6.14E-01,0.00E+00
2037,4.42E-01,5.74E-01,0.00E+00
2038,5.00E-01,5.69E-01,0.00E+00
2039,5.55E-01,6.43E-01,0.00E+00
2040,5.77E-01,5.95E-01,0.00E+00
2041,5.71E-01,6.00E-01,0.00E+00
2042,6.83E-01,6.13E-01,0.00E+00
2043,5.38E-01,6.16E-01,0.00E+00
2044,5.00E-01,6.32E-01,0.00E+00
2045,5.19E-01,5.95E-01,0.00E+00
2046,5.91E-01,6.27E-01,0.00E+00
2047,5.99E-01,6.31E-01,0.00E+00
2048,6.07E-01,6.35E-01,0.00E+00
2049,5.77E-01,6.22E-01,0.00E+00
2050,5.00E-01,6.13E-01,0.00E+00
2051,5.93E-01,6.02E-01,0.00E+00
2052,5.17E-01,6.25E-01,0.00E+00
2053,6.15E-01,6.22E-01,0.00E+00
2054,5.61E-01,5.90E-01,0.00E+00
2055,6.15E-01,6.30E-01,0.00E+00
2056,5.93E-01,6.30E-01,0.00E+00
2057,5.36E-01,6.08E-01,0.00E+00
2058,5.38E-01,6.00E-01,0.00E+00
2059,5.38E-01,6.16E-01,0.00E+00
2060,5.71E-01,6.35E-01,0.00E+00
2061,4.12E-01,5.62E-01,0.00E+00
2062,5.00E-01,6.22E-01,0.00E+00
2063,5.17E-01,6.08E-01,0.00E+00
2064,5.00E-01,6.39E-01,0.00E+00
2065,5.71E-01,6.16E-01,0.00E+00
2066,5.77E-01,5.95E-01,0.00E+00
2067,5.77E-01,6.30E-01,0.00E+00
2068,5.55E-01,6.16E-01,0.00E+00
2069,5.17E-01,6.08E-01,0.00E+00
2070,4.84E-01,5.97E-01,0.00E+00
2071,5.38E-01,6.11E-01,0.00E+00
2072,5.55E-01,6.22E-01,0.00E+00
2073,5.38E-01,6.11E-01,0.00E+00
2074,4.64E-01,6.16E-01,0.00E+00
2075,5.91E-01,6.13E-01,0.00E+00
2076,6.07E-01,6.30E-01,0.00E+00
2077,5.36E-01,6.16E-01,0.00E+00
2078,4.12E-01,6.53E-01,0.00E+00
2079,5.00E-01,6.26E-01,0.00E+00
2080,6.54E-01,6.26E-01,0.00E+00
2081,6.43E-01,6.53E-01,0.00E+00
2082,5.71E-01,6.22E-01,0.00E+00
2083,5.16E-01,6.05E-01,0.00E+00
2084,4.84E-01,6.11E-01,0.00E+00
2085,5.38E-01,6.13E-01,0.00E+00
2086,5.71E-01,6.39E-01,0.00E+00
2087,5.91E-01,6.57E-01,0.00E+00
2088,5.93E-01,6.35E-01,0.00E+00
2089,5.55E-01,6.16E-01,0.00E+00
2090,5.88E-01,6.47E-01,0.00E+00
2091,5.55E-01,6.13E-01,0.00E+00
2092,5.77E-01,6.08E-01,0.00E+00
2093,5.58E-01,5.90E-01,0.00E+00
2094,6.97E-01,6.33E-01,0.00E+00
2095,4.62E-01,5.00E-01,0.00E+00
2096,5.77E-01,6.08E-01,0.00E+00
2097,6.41E-01,6.22E-01,0.00E+00
2098,6.38E-01,6.11E-01,0.00E+00
2099,6.67E-01,6.17E-01,0.00E+00
2100,6.54E-01,6.39E-01,0.00E+00
2101,6.43E-01,6.39E-01,0.00E+00
2102,7.21E-01,6.39E-01,0.00E+00
2103,6.97E-01,6.22E-01,0.00E+00
2104,7.66E-01,6.98E-01,0.00E+00
2105,7.98E-01,6.70E-01,0.00E+00
2106,6.43E-01,6.76E-01,0.00E+00
2107,8.22E-01,6.99E-01,0.00E+00
2108,7.92E-01,6.71E-01,0.00E+00
